1	0.000000
101	0.001000
201	0.000000
301	0.000000
401	0.000000
501	0.000000
601	0.000000
701	0.001000
801	0.000000
901	0.001000
1001	0.000000
1101	0.000000
1201	0.001000
1301	0.001000
1401	0.000000
1501	0.001000
1601	0.001000
1701	0.001000
1801	0.000000
1901	0.001000
2001	0.002000
2101	0.001000
2201	0.001000
2301	0.001000
2401	0.001000
2501	0.001000
2601	0.002000
2701	0.001000
2801	0.001000
2901	0.002000
3001	0.001000
3101	0.002000
3201	0.001000
3301	0.002000
3401	0.002000
3501	0.002000
3601	0.002000
3701	0.002000
3801	0.002000
3901	0.002000
4001	0.002000
4101	0.002000
4201	0.002000
4301	0.003000
4401	0.002000
4501	0.003000
4601	0.002000
4701	0.002000
4801	0.003000
4901	0.002000
5001	0.003000
5101	0.003000
5201	0.003000
5301	0.003000
5401	0.003000
5501	0.003000
5601	0.003000
5701	0.003000
5801	0.003000
5901	0.003000
6001	0.004000
6101	0.003000
6201	0.003000
6301	0.004000
6401	0.003000
6501	0.004000
6601	0.003000
6701	0.004000
6801	0.004000
6901	0.004000
7001	0.003000
7101	0.004000
7201	0.004000
7301	0.004000
7401	0.004000
7501	0.005000
7601	0.004000
7701	0.004000
7801	0.005000
7901	0.004000
8001	0.004000
8101	0.005000
8201	0.004000
8301	0.006000
8401	0.004000
8501	0.005000
8601	0.005000
8701	0.005000
8801	0.005000
8901	0.005000
9001	0.005000
9101	0.005000
9201	0.005000
9301	0.006000
9401	0.005000
9501	0.005000
9601	0.006000
9701	0.006000
9801	0.005000
9901	0.006000
10001	0.006000
10101	0.006000
10201	0.005000
10301	0.007000
10401	0.006000
10501	0.006000
10601	0.007000
10701	0.006000
10801	0.007000
10901	0.006000
11001	0.006000
11101	0.007000
11201	0.006000
11301	0.007000
11401	0.006000
11501	0.007000
11601	0.007000
11701	0.007000
11801	0.007000
11901	0.007000
12001	0.007000
12101	0.007000
12201	0.008000
12301	0.007000
12401	0.007000
12501	0.007000
12601	0.008000
12701	0.007000
12801	0.008000
12901	0.007000
13001	0.008000
13101	0.008000
13201	0.008000
13301	0.008000
13401	0.008000
13501	0.008000
13601	0.009000
13701	0.008000
13801	0.008000
13901	0.008000
14001	0.008000
14101	0.008000
14201	0.009000
14301	0.008000
14401	0.009000
14501	0.009000
14601	0.009000
14701	0.009000
14801	0.009000
14901	0.009000
15001	0.009000
15101	0.009000
15201	0.009000
15301	0.010000
15401	0.009000
15501	0.009000
15601	0.009000
15701	0.010000
15801	0.010000
15901	0.010000
16001	0.010000
16101	0.010000
16201	0.010000
16301	0.010000
16401	0.010000
16501	0.010000
16601	0.009000
16701	0.011000
16801	0.010000
16901	0.010000
17001	0.010000
17101	0.010000
17201	0.011000
17301	0.010000
17401	0.011000
17501	0.011000
17601	0.010000
17701	0.011000
17801	0.012000
17901	0.011000
18001	0.011000
18101	0.012000
18201	0.011000
18301	0.012000
18401	0.013000
18501	0.012000
18601	0.012000
18701	0.013000
18801	0.012000
18901	0.013000
19001	0.012000
19101	0.013000
19201	0.013000
19301	0.013000
19401	0.012000
19501	0.015000
19601	0.013000
19701	0.014000
19801	0.013000
19901	0.015000
20001	0.013000
20101	0.015000
20201	0.013000
20301	0.017000
20401	0.014000
20501	0.014000
20601	0.014000
20701	0.014000
20801	0.014000
20901	0.014000
21001	0.015000
21101	0.015000
21201	0.013000
21301	0.015000
21401	0.013000
21501	0.015000
21601	0.013000
21701	0.014000
21801	0.017000
21901	0.014000
22001	0.015000
22101	0.014000
22201	0.016000
22301	0.014000
22401	0.015000
22501	0.016000
22601	0.015000
22701	0.015000
22801	0.015000
22901	0.015000
23001	0.015000
23101	0.016000
23201	0.017000
23301	0.016000
23401	0.015000
23501	0.016000
23601	0.015000
23701	0.016000
23801	0.018000
23901	0.016000
24001	0.016000
24101	0.017000
24201	0.016000
24301	0.016000
24401	0.017000
24501	0.018000
24601	0.017000
24701	0.017000
24801	0.016000
24901	0.017000
25001	0.017000
25101	0.018000
25201	0.018000
25301	0.017000
25401	0.017000
25501	0.018000
25601	0.017000
25701	0.019000
25801	0.017000
25901	0.018000
26001	0.018000
26101	0.018000
26201	0.018000
26301	0.020000
26401	0.018000
26501	0.018000
26601	0.018000
26701	0.019000
26801	0.019000
26901	0.020000
27001	0.019000
27101	0.019000
27201	0.018000
27301	0.020000
27401	0.020000
27501	0.019000
